price_id,candidate_id,space_id,charge_category,use_case,day_type,time_band,amount_jpy,tax_status,unit,basis,valid_from,observed_at,verification_status,source_url,exclusions,note
PRICE-082,CAND-024,yamagata-bigwing-full,hvac_cooling,all,all,all,17920,not_stated,per_hour,"多目的集会展示場全面・冷房",,2026-07-30,verified,https://www.convention.or.jp/bigwing/ryokin/,"施設基本料・付属設備・暖房・特別電気水道・設営撤去・警備・清掃・通信回線","1時間単価。暖房は16440円/時"
PRICE-083,CAND-024,yamagata-bigwing-quarter,hvac_cooling,all,all,all,4480,not_stated,per_hour,"多目的集会展示場4分の1・冷房",,2026-07-30,verified,https://www.convention.or.jp/bigwing/ryokin/,"施設基本料・付属設備・暖房・特別電気水道・設営撤去・警備・清掃・通信回線","1時間単価。暖房は4110円/時"
PRICE-084,CAND-024,yamagata-bigwing-full,equipment,all,all,all,3000,not_stated,per_day,"1.5tフォークリフト1台",,2026-07-30,verified,https://www.convention.or.jp/bigwing/ryokin/,"施設基本料・冷暖房・電気水道・設営撤去・警備・清掃・通信回線","高所作業台も1台1日3000円。台数は各1"
PRICE-085,CAND-031,techno-west-full,facility,all,weekday,09:00-18:00,485100,included,per_day,"西館大展示場全面・平日全日",2023-10-01,2026-07-30,verified,https://www.technohall.or.jp/pdf/sonota/nisi-ryokin202310.pdf,"換気排気実費・電気水道ガス・付帯設備・設営撤去・警備・清掃・通信回線","土日祝は557865円。搬入・搬出のみは基本料70%。2023年10月改定の公式税込料金表"
PRICE-086,CAND-031,techno-west-quarter-c,facility,all,weekday,09:00-18:00,129360,included,per_day,"西館大展示場1/4区画C・平日全日",2023-10-01,2026-07-30,verified,https://www.technohall.or.jp/pdf/sonota/nisi-ryokin202310.pdf,"換気排気実費・電気水道ガス・付帯設備・設営撤去・警備・清掃・通信回線","土日祝は148764円。搬入・搬出のみ平日90552円"
PRICE-087,CAND-031,techno-west-quarter-c,facility,setup_teardown,weekday,09:00-18:00,90552,included,per_day,"西館大展示場1/4区画C・搬入搬出のみ・平日全日",2023-10-01,2026-07-30,verified,https://www.technohall.or.jp/pdf/sonota/nisi-ryokin202310.pdf,"換気排気実費・電気水道ガス・付帯設備・警備・清掃・通信回線","本番基本料の70%。土日祝は104135円"
PRICE-088,CAND-031,techno-west-full,utilities,all,all,all,47,included,per_kwh,"電気実費相当単価",2026-04-01,2026-07-30,verified,https://www.technohall.or.jp/org/price.html,"施設基本料・換気排気・水道ガス・付帯設備・設営撤去・警備・清掃・通信回線","ガス171円/㎥、水道532円/㎥。大展示場の換気・排気も実費相当額"
PRICE-089,CAND-031,techno-west-full,ventilation,all,all,per_day_estimate,15000,included,estimate,"大展示場の換気・排気を合わせた参考目安",2023-10-01,2026-07-30,verified,https://www.technohall.or.jp/pricekaitei.html,"施設基本料・電気水道ガス・付帯設備・設営撤去・警備・清掃・通信回線","2022年度利用実績に基づく税込平均。使用時間、混雑、展示物量で変動するため確定見積ではない"
PRICE-090,CAND-033,aimesse-full,facility,all,all,09:00-17:00,633600,included,per_day,"展示場全面・全日",,2026-07-30,verified,https://www.yiso.or.jp/messe/application/,"冷暖房・床暖房・電気水道・音響設備・什器・設営撤去・警備・清掃・通信回線","入場料徴収時は最高入場料に応じ20〜100%加算。8月または12月の対象期間は基本料80%"
PRICE-091,CAND-033,aimesse-third,facility,all,all,09:00-17:00,211200,included,per_day,"展示場1/3・全日",,2026-07-30,verified,https://www.yiso.or.jp/messe/application/,"冷暖房・床暖房・電気水道・音響設備・什器・設営撤去・警備・清掃・通信回線","半日105600円、17時以降26400円/時。8月または12月の対象期間は基本料80%"
PRICE-092,CAND-033,aimesse-third,hvac_cooling,all,all,all,7700,included,per_hour,"展示場1/3・冷房",,2026-07-30,verified,https://www.yiso.or.jp/messe/application/,"施設基本料・暖房・床暖房・電気水道・音響設備・設営撤去・警備・清掃・通信回線","暖房6600円/時、床暖房550円/時"
PRICE-093,CAND-033,aimesse-third,equipment,all,all,all,5500,included,per_use,"展示場1/3用音響設備1式",,2026-07-30,verified,https://www.yiso.or.jp/messe/application/,"施設基本料・マイク・冷暖房・電気水道・設営撤去・警備・清掃・通信回線","ワイヤレスマイクは別途1本1100円。300インチ可動スクリーン33000円"
PRICE-094,CAND-033,aimesse-third,facility,setup_teardown,all,07:00-22:00,147840,included,per_day_equivalent,"展示場1/3・準備撤去利用・基本料70%相当",,2026-07-30,verified,https://www.yiso.or.jp/messe/application/,"冷暖房・床暖房・電気水道・音響設備・什器・警備・清掃・通信回線","公式の70%規定を211200円へ適用した比較用換算。実際の利用時間と請求は施設確認が必要"
PRICE-095,CAND-033,aimesse-full,utilities,all,all,all,40,included,per_kwh,"展示場電源設備",,2026-07-30,verified,https://www.yiso.or.jp/messe/application/,"施設基本料・水道・冷暖房・床暖房・音響設備・設営撤去・警備・清掃・通信回線","水道は330円/㎥"
PRICE-096,CAND-020,okinawa-exhibition,facility,no_admission_no_sales,all,09:00-22:00,710400,included,per_day,"展示棟・入場料なし・販売宣伝等営業行為なし・全日",2025-04-01,2026-07-30,verified,https://www.oki-conven.jp/top2/fee/,"付属設備・仮設席・舞台音響照明・設営撤去・警備・清掃・通信回線","控室等の付帯施設を含む。準備撤去日は7割相当額"
PRICE-097,CAND-020,okinawa-exhibition,facility,admission_under_5000_or_sales,all,09:00-22:00,984360,included,per_day,"展示棟・入場料5000円未満、または商品販売・宣伝等の営業行為あり・全日",2025-04-01,2026-07-30,verified,https://www.oki-conven.jp/top2/fee/,"付属設備・仮設席・舞台音響照明・設営撤去・警備・清掃・通信回線","入場料5000円以上は1415520円。販売・宣伝があるだけでも営業行為あり区分になる点に注意"
PRICE-098,CAND-020,okinawa-exhibition,facility,setup_teardown_no_admission_no_sales,all,09:00-22:00,497280,included,per_day_equivalent,"展示棟・準備撤去日・入場料販売なし基本料の7割相当",2025-04-01,2026-07-30,verified,https://www.oki-conven.jp/top2/fee/,"付属設備・仮設席・舞台音響照明・警備・清掃・通信回線","公式の7割規定を710400円へ適用した比較用換算。10円未満切捨て規定"
PRICE-099,CAND-020,okinawa-exhibition,facility,no_admission_no_sales,all,09:00-17:00,490320,included,per_slot,"展示棟・入場料販売なし・昼間",2025-04-01,2026-07-30,verified,https://www.oki-conven.jp/top2/fee/,"付属設備・仮設席・舞台音響照明・設営撤去・警備・清掃・通信回線","午前203760円、午後272760円、夜間272760円。全日単純合算ではない"
PRICE-100,CAND-020,okinawa-exhibition,facility,no_admission_no_sales,all,after_22:00,51120,included,per_30_minutes,"展示棟・入場料販売なし・22時〜9時超過",2025-04-01,2026-07-30,verified,https://www.oki-conven.jp/top2/fee/,"付属設備・深夜対応人件費・警備・清掃・通信回線","30分単価。0:00〜7:00利用は詳細な事前打合せが必要"
PRICE-101,CAND-012,kunibiki-large,facility,all,weekday,09:00-17:00,507680,included,per_day,"大展示場全面・2月〜11月・平日全日",2026-04-01,2026-07-30,verified,https://www.kunibikimesse.jp/organizer/organizer-guide/price/,"冷暖房・清掃・設備備品・設営撤去・警備・通信回線","2026年4月改定後料金。2026年3月31日までに利用承諾された予約は旧料金適用"
PRICE-102,CAND-012,kunibiki-large,facility,all,weekend_holiday,09:00-17:00,609190,included,per_day,"大展示場全面・2月〜11月・土日休日全日",2026-04-01,2026-07-30,verified,https://www.kunibikimesse.jp/organizer/organizer-guide/price/,"冷暖房・清掃・設備備品・設営撤去・警備・通信回線","2026年4月改定後料金。12月〜1月は別料金"
PRICE-103,CAND-012,kunibiki-large,facility,all,weekday,09:00-17:00,355370,included,per_day,"大展示場全面・12月〜1月・平日全日",2026-04-01,2026-07-30,verified,https://www.kunibikimesse.jp/organizer/organizer-guide/price/,"冷暖房・清掃・設備備品・設営撤去・警備・通信回線","冬期は施設基本料が別設定だが、冷暖房単価は同額"
PRICE-104,CAND-012,kunibiki-large,hvac,all,all,per_hour,26260,included,per_hour,"大展示場全面・冷暖房1時間",2026-04-01,2026-07-30,verified,https://www.kunibikimesse.jp/organizer/organizer-guide/price/,"施設基本料・清掃・設備備品・設営撤去・警備・通信回線","2月〜11月と12月〜1月で同額"
PRICE-105,CAND-012,kunibiki-large,cleaning,all,all,per_use,24200,included,per_use,"大展示場全面・清掃1回",2026-04-01,2026-07-30,verified,https://www.kunibikimesse.jp/organizer/organizer-guide/price/,"施設基本料・冷暖房・設備備品・設営撤去・警備・通信回線","利用内容に応じた追加清掃・廃棄物処理は要確認"
PRICE-106,CAND-012,kunibiki-multipurpose,facility,all,weekday,09:00-17:00,89090,included,per_day,"多目的ホール・平日全日",2026-04-01,2026-07-30,verified,https://www.kunibikimesse.jp/organizer/organizer-guide/price/,"冷暖房・清掃・設備備品・設営撤去・警備・通信回線","2026年4月改定後料金"
PRICE-107,CAND-012,kunibiki-multipurpose,facility,all,weekend_holiday,09:00-17:00,106910,included,per_day,"多目的ホール・土日休日全日",2026-04-01,2026-07-30,verified,https://www.kunibikimesse.jp/organizer/organizer-guide/price/,"冷暖房・清掃・設備備品・設営撤去・警備・通信回線","2026年4月改定後料金"
PRICE-108,CAND-012,kunibiki-multipurpose,hvac,all,all,per_hour,4790,included,per_hour,"多目的ホール・冷暖房1時間",2026-04-01,2026-07-30,verified,https://www.kunibikimesse.jp/organizer/organizer-guide/price/,"施設基本料・清掃・設備備品・設営撤去・警備・通信回線","利用時間数を別途積算"
PRICE-109,CAND-012,kunibiki-multipurpose,cleaning,all,all,per_use,4400,included,per_use,"多目的ホール・清掃1回",2026-04-01,2026-07-30,verified,https://www.kunibikimesse.jp/organizer/organizer-guide/price/,"施設基本料・冷暖房・設備備品・設営撤去・警備・通信回線","利用内容に応じた追加清掃・廃棄物処理は要確認"
PRICE-110,CAND-012,kunibiki-large,equipment,exhibition,all,per_day,1100,included,per_day,"仮設ステージ1台・W2000×D1000×H200〜1000",2026-04-01,2026-07-30,verified,https://www.kunibikimesse.jp/files/original/202603021358199212d38bca3.pdf,"施設基本料・設営人件費・階段・手すり・幕・音響照明・電源","保有60台。大会・会議利用では無料、展示会等では有料"
PRICE-111,CAND-012,kunibiki-large,electricity,all,all,metered,48,included,per_kwh,"分電盤・子メーター使用の電気設備",2026-04-01,2026-07-30,verified,https://www.kunibikimesse.jp/files/original/202603021358199212d38bca3.pdf,"施設基本料・分岐工事・設営撤去・警備・清掃・通信回線","1kWh単価。水道設備は1㎥あたり700円"
PRICE-112,CAND-002,yumemesse-exhibition-full,facility,event,all,09:00-17:00,1725000,excluded,per_day,"本館展示場・全区画・開催時・全日",2024-10-01,2026-07-30,verified,https://www.yumemesse.or.jp/wp-content/themes/Vanilla/img/pdf/downloads/1_price_list/pdf_facliity_price_list_1.pdf,"消費税・冷暖房・電気水道・備品・必須清掃・設営撤去・警備・臨時通信回線","2024年10月からの税別料金。9:00〜17:00に満たない場合も時間割計算なし"
PRICE-113,CAND-002,yumemesse-exhibition-third,facility,event,all,09:00-17:00,575000,excluded,per_day,"本館展示場・1/3区画・開催時・全日",2024-10-01,2026-07-30,verified,https://www.yumemesse.or.jp/wp-content/themes/Vanilla/img/pdf/downloads/1_price_list/pdf_facliity_price_list_1.pdf,"消費税・冷暖房・電気水道・備品・必須清掃・設営撤去・警備・臨時通信回線","2024年10月からの税別料金"
PRICE-114,CAND-002,yumemesse-exhibition-full,facility,setup_teardown,all,09:00-17:00,1207500,excluded,per_day_equivalent,"本館展示場・全区画・搬入出時・全日",2024-10-01,2026-07-30,verified,https://www.yumemesse.or.jp/wp-content/themes/Vanilla/img/pdf/downloads/1_price_list/pdf_facliity_price_list_1.pdf,"消費税・冷暖房・電気水道・備品・必須清掃・警備・臨時通信回線","開催時基本料の70%。検索の日額上限からは除外"
PRICE-115,CAND-002,yumemesse-exhibition-full,hvac,all,all,per_hour,28800,excluded,per_hour,"本館展示場・全区画・冷暖房1時間",2024-10-01,2026-07-30,verified,https://www.yumemesse.or.jp/wp-content/themes/Vanilla/img/pdf/downloads/1_price_list/pdf_facliity_price_list_2.pdf,"消費税・施設基本料・電気水道・備品・必須清掃・設営撤去・警備・臨時通信回線","1時間未満の端数は1時間へ切上げ"
PRICE-116,CAND-002,yumemesse-exhibition-third,hvac,all,all,per_hour,9600,excluded,per_hour,"本館展示場・1/3区画・冷暖房1時間",2024-10-01,2026-07-30,verified,https://www.yumemesse.or.jp/wp-content/themes/Vanilla/img/pdf/downloads/1_price_list/pdf_facliity_price_list_2.pdf,"消費税・施設基本料・電気水道・備品・必須清掃・設営撤去・警備・臨時通信回線","1時間未満の端数は1時間へ切上げ"
PRICE-117,CAND-002,yumemesse-exhibition-full,electricity,all,all,metered,40,excluded,per_kwh,"本館展示場・電気使用量",2024-10-01,2026-07-30,verified,https://www.yumemesse.or.jp/wp-content/themes/Vanilla/img/pdf/downloads/1_price_list/pdf_facliity_price_list_2.pdf,"消費税・施設基本料・電気工事・水道・冷暖房・備品・必須清掃・警備・臨時通信回線","1kWh未満の端数は1kWhへ切上げ。水道は1㎥あたり500円"
