detail_id,candidate_id,space_id,space_name,space_type,area_m2,ceiling_height_m,clear_height_min_m,ceiling_height_type,overhead_use_status,capacity_theater,capacity_fixed,floor_load_kg_m2,divisible,stage_type,sports_or_practice_use,streaming_ready,source_url,observed_at,verification_status,note
DETAIL-078,CAND-005,lightcube-large,大ホール,flat_hall,1882,8.3,8.3,range_minimum,unknown,2000,,540,yes,temporary,conditional,conditional,https://u-koryukyoten.jp/assets/pdf/guide/shisetsuriyoutebiki.pdf,2026-07-30,verified,34.06m×55.26m、天井高8.3〜9.4m。高弾性衝撃吸収シート床、東西2分割可。スクール1152人、立食1000人。搬入口、床配線ピット、道具・照明バトンあり。スポーツ・投擲可否は要確認
DETAIL-079,CAND-005,lightcube-medium,中ホール,stage_hall,649,6.5,6.5,range_minimum,unknown,702,,,yes,fixed,conditional,conditional,https://u-koryukyoten.jp/assets/pdf/guide/shisetsuriyoutebiki.pdf,2026-07-30,verified,天井高6.5〜8.7m、シアター702人、スクール360人、立食400人。東西分割可で常設ステージあり。床荷重、投擲・運動利用、配信回線の詳細は公式公開資料上で未観測
DETAIL-080,CAND-048,seagaia-summit-full,サミットホール（全スパン）,convention_hall,2603,9,9,published_clear,unknown,3300,,,yes,temporary,conditional,conditional,https://www.seagaia-mice.jp/facilities/convention-center/convention-4f/summit-hall-all/,2026-08-06,verified,61.40m×42.38m。シアター3300人、スクール1590人、立食5000人、ディナー1320人。1/5・1/3・2/3・全面に分割可。飲食可、6000kgカーリフトで展示車等を各階へ搬入可能。床荷重・投擲条件は未観測
DETAIL-081,CAND-048,seagaia-summit-fifth,サミットホール1/5（天葉・天玉等）,convention_hall,358,9,9,published_clear,unknown,400,,,yes,temporary,conditional,conditional,https://www.seagaia-mice.jp/facilities/convention-center/convention-4f/tenju-tenran/,2026-08-06,verified,サミットホールの最小公開分割例。16.90m×21.19m、シアター400人、スクール200人、立食150人、ディナー160人。会議・分科会・ワークショップ向け。床荷重・投擲条件は未観測
DETAIL-082,CAND-013,ishinhall-main,メインホール,multipurpose_hall,1190,17.2,17.2,published_clear,unknown,2002,,200,yes,convertible,conditional,yes,https://ishinhall.com/wp-content/themes/overwall/images/pdf/yamaguchi_hall_floorguide.pdf,2026-07-30,verified,平土間時の床面積約1190㎡、天井高17.2m、木目調ビニルタイル、床耐荷重200kg/㎡（配置により350kg/㎡まで）。平土間、半面、1200・1500・1700・2000席へ可変。舞台間口29m、搬出口2か所、5G・LANあり。投擲・床養生は要確認
DETAIL-083,CAND-039,miyakomesse-hall3,第3展示場,exhibition,4000,6.75,6.75,published_clear,unknown,4000,,500,yes,temporary,conditional,yes,https://www.miyakomesse.jp/planner/information/exhibition-hall3/,2026-08-06,verified,80m×50m、半面2000㎡に2分割可。シアター4000人、スクール1800人。舞台音響・照明・映像、昇降・固定バトン、電気・ガス・給排水、インターネット回線あり。車両の場内乗入れ不可で4500kg搬入EVを使用
DETAIL-084,CAND-039,miyakomesse-hall1,第1展示場,exhibition,1480,,,unknown,unknown,,,,yes,temporary,conditional,conditional,https://www.miyakomesse.jp/planner/information/exhibition-hall1/,2026-07-30,verified,地下1階、半面740㎡に分割可。天井高、収容、床荷重は公式ページ上で未観測。車両の場内乗入れ不可で4500kgまたは2000kg搬入EVを使用
DETAIL-085,CAND-047,saga-main,メインアリーナ,arena,3036,20,20,published_clear,unknown,8400,,,no,temporary,yes,conditional,https://saga-sunrisepark.com/wp-content/uploads/2023/05/SAGA_ARENA_PF_web_20230501.pdf,2026-07-30,verified,床面積約3036㎡、天井高20m以上。コンクリート床にポータブルフロアを設置し、バレー・バスケット最大2面。11tトラック直接乗入れ可能な搬入口2か所、天井耐荷重100t。床耐荷重、投擲条件、最小貸出単位は要確認
DETAIL-086,CAND-047,saga-sub,サブアリーナ,arena,1800,15,15,published_clear,unknown,450,,,no,none,yes,conditional,https://saga-sunrisepark.com/wp-content/uploads/2023/05/SAGA_ARENA_PF_web_20230501.pdf,2026-07-30,verified,床面積約1800㎡、天井高15m以上、木床・床ハードニング仕様。バレー・バスケット最大2面。メイン大会の練習、物販、第二会場、単独の中規模競技会に対応。床耐荷重・投擲・回線は要確認
DETAIL-087,CAND-015,culport-large,四国銀行ホール（大ホール）,stage_hall,,9,,stage_clearance,unknown,1085,1085,,no,fixed,conditional,conditional,https://www.bunkaplaza.or.jp/facility/halls/,2026-07-30,verified,舞台間口18m×奥行15m×高さ9〜11m（可変）、固定1085席。リハーサル室106.57㎡・天井4mと楽屋6室等を併設。平土間面積、床荷重、投擲・競技利用、配信回線は公式公開ページ上で未観測
DETAIL-088,CAND-015,culport-small,龍馬学園イベントホール（小ホール）,flat_hall,258.7,4.5,4.5,published_clear,unknown,200,,,no,temporary,conditional,conditional,https://www.bunkaplaza.or.jp/facility/halls/,2026-08-06,verified,間口11.3m×奥行22.9m、既設舞台・固定席なし、移動席200。仮設舞台24台を自由配置可能。避難誘導計画等の許可を得た場合は約230人まで。床荷重、投擲・競技利用、配信回線は要確認
DETAIL-089,CAND-003,sendai-exhibition-all,展示室（一体）,exhibition,3000,9,9,published_clear,unknown,2560,,5000,yes,temporary,conditional,conditional,https://www.aobayama.jp/organizer/floor/exhibitionhall/exhibitionroom_all.html,2026-08-06,verified,無柱カーペット平場、スクール1536席、最大5分割。床耐荷重5t/㎡（一部ピット開口部を除く）、搬出入口3か所はW5m×H5m。会議棟は2027年10月末まで休館、展示棟も2027年4〜10月末は休館予定
DETAIL-090,CAND-003,sendai-exhibition-one,展示室1,exhibition,1000,9,9,published_clear,unknown,792,,5000,yes,temporary,conditional,conditional,https://www.aobayama.jp/organizer/floor/exhibitionhall/exhibitionroom_1.html,2026-08-06,verified,展示室1〜3は各1000㎡、シアター792席、スクール480席。展示室1は500㎡ずつに分割可。床耐荷重は一部ピットを除き5t/㎡。競技・投擲、床養生、遮音、同時催事は要確認
DETAIL-091,CAND-006,tokimesse-wave-all,展示ホール（ウェーブマーケット）全面,exhibition,7800,22,,highest_point,unknown,10000,,5000,yes,temporary,conditional,conditional,https://www.tokimesse.com/sponsor/guide/wavemarket.html,2026-07-30,verified,無柱コンクリート平場、最大天井高25.5m・平均22m。A5100㎡とB2700㎡に完全分割でき、45t以下の車両が直接進入可能。吊点2t/点、床ピットあり。投擲・床養生・観客配置は要確認
DETAIL-092,CAND-006,tokimesse-wave-b,展示ホールB（3分の1）,exhibition,2700,22,,highest_point,unknown,2000,,5000,no,temporary,conditional,conditional,https://www.tokimesse.com/sponsor/guide/wavemarket.html,2026-07-30,verified,最小の公式分割区画。シアター約2000人の参考値は1/3利用、展示ホール全体の平均天井高・床荷重を継承。完全分割時の遮音、搬入レーン、控室、競技・投擲は要確認
DETAIL-093,CAND-006,tokimesse-snow,メインホール（スノーホール）,flat_hall,1133,7,7,published_clear,unknown,1000,,400,yes,temporary,conditional,conditional,https://www.tokimesse.com/sponsor/guide/snow.html,2026-08-06,verified,カーペット平土間、A/B各550㎡へ完全2分割。シアター1000、スクール700、立食700。大型搬入EV4.15t/3.35t、同時通訳ブース6室、構内LAN、映像音響照明調整室を備える
DETAIL-094,CAND-032,ishikawa-hall4,4号館 展示場,exhibition,6675,8,8,minimum_clear,unknown,,,1500,yes,temporary,conditional,unknown,https://ishikawa-odekake.jp/westpark/facilities/santen/,2026-07-30,verified,北面2362㎡・南面3150㎡・共用部1163㎡。天井高は8〜19mのため数値欄は保守的に最小値8m。床荷重1500kg/㎡。搬入口9か所、うちW5.96m×H6.18mが4か所。競技・投擲、観客配置、床養生、遮音、催事回線は要確認
DETAIL-095,CAND-032,ishikawa-hall3,3号館 展示場,exhibition,6209,10,10,minimum_clear,unknown,,,1500,yes,temporary,conditional,unknown,https://ishikawa-odekake.jp/westpark/facilities/santen/,2026-07-30,verified,東面4317㎡・西面1892㎡。天井高は東15.5m・西10mのため数値欄は保守的に10m。床荷重は位置により1500〜5500kg/㎡のため数値欄は最小値。搬入口5か所。競技・投擲、観客配置、床養生、遮音、催事回線は要確認
DETAIL-096,CAND-032,ishikawa-hall1,1号館 展示場,exhibition,3193,10,10,published_clear,unknown,,,1500,no,temporary,conditional,unknown,https://ishikawa-odekake.jp/westpark/facilities/santen/,2026-07-30,verified,展示面積3193㎡、天井高10m、床荷重1500kg/㎡。放送・音響設備を有料貸出。競技・投擲、観客配置、床養生、搬入車両条件、催事回線は要確認
DETAIL-097,CAND-049,kagoshima-main,メインアリーナ,arena,4486,,,unknown,unknown,5700,,,yes,convertible,yes,conditional,https://nishihara-shokai-arena.jp/facilities/mainarena,2026-07-30,verified,競技面42m×65m。移動観覧席6パターンで最大5700人。音響・照明・空調・舞台機構あり。レイアウト例は約2800〜5300席。床荷重、最低天井高、投擲、吊物、床養生、催事回線は要確認
DETAIL-098,CAND-049,kagoshima-sub,サブアリーナ,arena,1008,15,15,published_clear,unknown,,,,no,none,yes,conditional,https://nishihara-shokai-arena.jp/facilities/subarena,2026-07-30,verified,競技面36m×28m、天井高15m。バスケット・バレー・フットサル2面、バドミントン6面。主な種目以外は要問い合わせ。床荷重、観客収容、投擲、吊物、床養生、催事回線は要確認
DETAIL-099,CAND-011,okayama-event,イベントホール,flat_hall,595,6.5,6.5,published_clear,unknown,594,,1000,yes,temporary,conditional,conditional,https://www.mamakari.net/facility/eventhall.php,2026-08-06,verified,36m×16.5m、全面シアター594席、東西半面各264席。トラック搬入口直結、床ピット、音響・照明・映像・美術バトン・平台あり。競技・投擲、床養生、吊物荷重、催事回線は要確認
DETAIL-100,CAND-011,okayama-convention,コンベンションホール,flat_hall,745,6.5,6.5,published_clear,unknown,720,420,500,yes,convertible,conditional,conditional,https://www.mamakari.net/facility/conventionhall.php,2026-08-06,verified,33.5m×21.8m。後壁収納ロールバック420席とスタッキング300席、6分割電動昇降舞台を収納して完全平土間化できる。音響・照明・映像・美術バトンあり。競技・投擲、床養生、吊物荷重、催事回線は要確認
DETAIL-101,CAND-059,higashinari-large-flat,大ホール（平土間）,flat_hall,520,,,unknown,unknown,615,,,no,convertible,conditional,unknown,https://www.osakacommunity.jp/higashinari-center/floor/,2026-07-30,verified,移動観覧席を収納して平土間利用可能。大ホールの定員615名、面積520㎡。有効天井高、床荷重、投擲、配信回線は要確認
DETAIL-102,CAND-060,nishinari-hall,ホール,stage_hall,614,,,unknown,unknown,700,,,no,fixed,conditional,unknown,https://www.osakacommunity.jp/nishinari-center/floor/,2026-07-30,verified,面積は舞台を含む。椅子700台、舞台音響・照明・プロジェクター等あり。定員表記、有効天井高、床荷重、投擲、配信回線は要確認
DETAIL-103,CAND-061,suncherry-main,メインアリーナ,arena,2157.5,,,unknown,unknown,1520,768,,no,none,yes,unknown,https://suncherry.hatsukaichi-sports.net/facilities/,2026-07-30,verified,固定768席・可動752席の合計を最大観覧席数1520として収容欄に記録。舞台・配信・競技床と可動席の同時構成、天井高は要確認
DETAIL-104,CAND-062,sunshine-fountain,噴水広場,event_space,,,,unknown,unknown,,,,no,temporary,conditional,yes,https://co.sunshinecity.co.jp/file/pdf/fountain/fountain_202607.pdf,2026-07-30,verified,4層吹抜け、628インチ大型ビジョン、ライブカメラ、音響・照明、有線回線、無料パイプ椅子120脚。床面積・安全上の最大観客数は公開規程から未観測
DETAIL-105,CAND-063,theater-zoo,シアターZOO,black_box,100,,,unknown,unknown,90,,,no,convertible,conditional,unknown,https://www.sapporo-community-plaza.jp/scarts_culturalfacility.html?num=782,2026-07-30,verified,札幌市文化施設案内の約100㎡・90席。天井高、現行レイアウト、配信回線、搬入口は要確認
DETAIL-106,CAND-064,10box-1,box-1,black_box,117,4.3,4.3,published_clear,conditional,80,,,no,convertible,conditional,conditional,https://www.gekito.jp/?pg=1723857507,2026-08-06,verified,13.3m×8.8m、80席・60席の構成例。照明・音響、Wi-Fi、有線LAN、北側大開口部あり。客席構成と高投げ・競技利用は要相談
DETAIL-107,CAND-065,stspot-hall,ホール,flat_hall,56,3.6,3.6,published_clear,unknown,60,,,no,convertible,conditional,conditional,https://stspot.jp/guide/,2026-08-06,verified,舞台・客席を自由にレイアウトできる平土間。操作室10㎡、楽屋10㎡、ロビーを別に備える
DETAIL-108,CAND-066,e9-theater,THEATRE E9 KYOTO,black_box,,,,unknown,unknown,100,,,no,convertible,conditional,unknown,https://askyoto.or.jp/project/e9/,2026-07-30,verified,公式運営者ページで100席規模を確認。面積、天井高、舞台構成、回線は要確認
DETAIL-109,CAND-067,pom-hall,4階ホール,black_box,130,5.5,5.5,published_clear,prohibited,108,,,no,convertible,no,unknown,https://www.pomplazahall.jp/pom.html,2026-08-06,verified,間口9.1m・奥行14m、可動席108席または60席。スポーツ・コンテスト等は許可できない利用例として明記
DETAIL-110,CAND-068,mekaru-base,アトリエ銘苅ベース,black_box,115,3.2,3.2,published_clear,unknown,80,,,no,convertible,conditional,unknown,https://www.m-base.okinawa/introduction/,2026-08-06,verified,8.1m×14.2m、通常74席・最大80席。演劇・ダンス・伝統芸能等に対応。競技・投擲、配信回線は要確認
DETAIL-111,CAND-069,ryutopia-studio-b,スタジオB,black_box,257.9,4,4,published_clear,unknown,150,,,no,convertible,yes,unknown,https://www.ryutopia.or.jp/information/facility/studio-gallery/,2026-08-06,verified,間口16.8m×奥行12.2m。劇場主舞台に近い面積を持つ演劇・舞踊用スタジオ。最大150席は舞台・客席構成により変動
